Customer ID,Recency,Frequency,Monetary,AverageOrderValue,TotalQuantity,UniqueProducts,CustomerLifetime,AveragePurchaseGap,Churn
13763,62,1,1714.96,114.33066666666667,728,15,0,0.0,0
13764,70,3,1519.42,7.340193236714976,926,183,266,1.2912621359223302,0
13767,1,37,17220.36,46.79445652173913,7322,55,371,0.9673024523160763,0
13769,1,10,2796.51,20.71488888888889,1163,73,365,2.701492537313433,0
13771,63,4,2634.45,22.138235294117646,1477,114,182,1.5423728813559323,0
13772,33,3,1122.63,6.489190751445087,540,141,205,1.191860465116279,0
13774,81,1,345.0,15.681818181818182,192,22,0,0.0,0
13777,0,33,25977.16,131.86375634517768,12897,36,372,1.8418367346938775,0
13778,102,1,178.7,19.855555555555554,70,9,0,0.0,1
13780,6,2,360.01,6.315964912280702,318,56,163,2.9107142857142856,0
13781,250,1,127.84,7.5200000000000005,30,17,0,0.0,1
13782,12,6,908.86,8.043008849557522,369,96,315,2.7857142857142856,0
13784,9,11,2462.79,79.44483870967741,2493,9,322,10.6,0
13786,366,1,230.4,32.91428571428572,136,7,0,0.0,1
13787,75,2,309.04,9.969032258064518,337,24,288,9.6,0
13790,3,1,348.79999999999995,7.75111111111111,748,45,0,0.0,0
13791,127,2,1516.0,137.8181818181818,1200,7,40,4.0,1
13792,65,2,195.55,15.042307692307693,92,13,221,18.416666666666668,0
13798,0,57,37153.85,106.4580229226361,23948,113,370,0.9913793103448276,0
13799,116,2,688.86,17.663076923076922,402,32,177,4.657894736842105,1
13800,309,1,558.32,16.91878787878788,331,33,0,0.0,1
13801,66,1,324.8,14.121739130434783,168,23,0,0.0,0
13802,138,3,4599.42,76.657,2572,55,172,2.9152542372881354,1
13803,254,1,277.07,16.298235294117646,121,17,0,0.0,1
13804,30,7,2588.39,19.173259259259257,1462,124,259,1.9253731343283582,0
13805,51,2,924.5999999999999,71.12307692307692,1900,10,76,6.333333333333333,0
13806,63,1,256.38,25.637999999999998,56,10,0,0.0,0
13807,366,1,112.6,16.085714285714285,36,7,0,0.0,1
13808,5,5,1747.66,22.995526315789476,782,70,91,1.1866666666666668,0
13809,304,1,155.05,12.920833333333334,29,11,0,0.0,1
13810,28,3,1499.01,42.828857142857146,312,32,27,0.7941176470588235,0
13811,183,3,814.5,62.65384615384615,68,7,55,4.5,1
13812,41,3,539.0,14.972222222222221,333,33,63,1.7714285714285714,0
13813,39,4,1366.8600000000001,19.809565217391306,552,54,95,1.3823529411764706,0
13814,91,2,1579.12,27.703859649122805,864,37,44,0.7857142857142857,1
13815,21,4,4027.36,22.882727272727273,2560,132,296,1.6914285714285715,0
13816,23,2,571.6700000000001,20.416785714285716,269,25,40,1.4814814814814814,0
13817,28,2,382.98,15.957500000000001,211,20,322,14.0,0
13819,301,3,1140.35,31.676388888888887,1109,26,18,0.4857142857142857,1
13821,144,2,385.64,6.536271186440678,153,51,116,2.0,1
13822,5,2,632.0,6.583333333333333,611,90,34,0.35789473684210527,0
13823,18,2,957.66,23.941499999999998,439,39,72,1.8461538461538463,0
13824,32,5,1698.94,36.93347826086956,768,34,277,6.133333333333334,0
13826,175,1,189.5,18.95,82,10,0,0.0,1
13827,57,3,409.8,4.4543478260869565,138,83,85,0.9340659340659341,0
13828,21,1,209.49,13.966000000000001,311,15,0,0.0,0
13831,15,6,2198.45,30.534027777777776,743,58,353,4.929577464788732,0
13832,18,1,52.2,17.400000000000002,28,3,0,0.0,0
13833,158,1,383.85,13.708928571428572,117,28,0,0.0,1
13835,24,4,834.57,15.174000000000001,442,48,190,3.4814814814814814,0
13837,211,2,266.59000000000003,14.810555555555558,182,17,105,6.176470588235294,1
13838,5,4,674.82,4.089818181818182,254,144,364,2.2195121951219514,0
13841,252,1,85.0,85.0,100,1,0,0.0,1
13842,58,9,3385.62,16.43504854368932,1768,155,308,1.4780487804878049,0
13844,10,1,361.62,18.081,196,20,0,0.0,0
13845,64,1,312.98,34.775555555555556,182,9,0,0.0,0
13846,24,3,865.0600000000001,15.728363636363637,388,55,335,6.185185185185185,0
13848,91,3,1255.0,251.0,3700,3,273,68.25,1
13849,51,2,1537.95,15.227227722772279,1016,97,119,1.19,0
13850,128,1,1595.48,17.155698924731183,944,93,0,0.0,1
13851,95,3,2651.46,32.73407407407407,1705,77,192,2.3875,1
13853,56,1,1090.1399999999999,47.39739130434782,312,23,0,0.0,0
13854,8,25,8109.5199999999995,73.72290909090908,2296,39,356,3.1743119266055047,0
13856,168,3,388.5,27.75,494,10,34,2.6153846153846154,1
13858,56,1,216.17000000000002,19.651818181818182,75,11,0,0.0,0
13859,325,1,201.16,7.184285714285714,129,27,0,0.0,1
13860,0,5,1245.9,16.39342105263158,591,58,85,1.1066666666666667,0
13862,17,8,2209.36,15.894676258992806,1688,97,314,2.246376811594203,0
13863,247,1,305.78,15.288999999999998,224,20,0,0.0,1
13865,57,4,501.56,16.718666666666667,204,26,231,7.931034482758621,0
13866,73,1,145.67,20.81,57,7,0,0.0,0
13867,30,3,1005.09,16.7515,501,51,186,3.152542372881356,0
13868,6,2,3192.54,96.74363636363637,1964,32,31,0.96875,0
13869,122,4,3083.65,10.143585526315789,1709,234,233,0.768976897689769,1
13870,1,8,2770.94,24.095130434782607,1325,91,285,2.482456140350877,0
13871,22,13,6403.25,19.057291666666668,2806,155,286,0.8388059701492537,0
13873,119,3,389.6,16.93913043478261,140,21,190,8.590909090909092,1
13874,357,1,540.45,30.025000000000002,180,18,0,0.0,1
13875,53,5,1786.79,17.180673076923078,1316,79,247,2.3883495145631066,0
13876,63,1,122.7,17.52857142857143,36,7,0,0.0,0
13877,85,1,117.24,39.08,108,3,0,0.0,0
13878,54,1,1271.57,36.330571428571425,463,35,0,0.0,0
13880,20,13,3219.77,19.513757575757577,1842,125,345,2.0853658536585367,0
13881,3,20,17159.52,96.40179775280899,10118,72,308,1.694915254237288,0
13882,2,5,1191.13,18.325076923076924,953,54,61,0.921875,0
13883,10,5,2674.48,18.834366197183098,1436,108,242,1.7092198581560283,0
13884,6,5,787.6,13.349152542372881,300,45,276,4.741379310344827,0
13885,188,2,506.8,18.1,182,28,11,0.4074074074074074,1
13886,70,1,243.56,15.2225,126,16,0,0.0,0
13887,203,1,349.55,18.397368421052633,147,19,0,0.0,1
13888,119,2,595.67,15.273589743589742,254,38,98,2.5789473684210527,1
13889,92,1,416.90000000000003,27.793333333333337,146,15,0,0.0,1
13890,0,10,1883.81,17.125545454545453,831,74,357,3.2477064220183487,0
13892,26,4,632.97,23.443333333333335,983,26,219,8.423076923076923,0
13893,297,1,821.1,39.1,190,21,0,0.0,1
13894,23,3,564.62,20.911851851851853,354,25,286,11.0,0
13895,27,4,2593.07,21.975169491525424,1365,97,136,1.1538461538461537,0
13897,49,1,311.16,18.303529411764707,200,17,0,0.0,0
13898,325,1,155.93,12.994166666666667,133,12,0,0.0,1
13899,15,2,388.52,20.448421052631577,156,19,258,14.333333333333334,0
13900,182,3,740.95,17.23139534883721,430,42,79,1.880952380952381,1
13901,71,5,2867.2000000000003,19.24295302013423,1739,144,246,1.6554054054054055,0
13904,36,2,332.64,12.793846153846154,332,24,257,10.28,0
13908,79,4,2369.55,19.42254098360656,1478,104,196,1.6198347107438016,0
13911,56,9,2580.91,17.43858108108108,2731,120,251,1.6802721088435375,0
13914,11,2,626.45,18.983333333333334,380,28,24,0.75,0
13917,49,2,272.04,15.113333333333335,228,16,141,8.294117647058824,0
13918,49,2,1212.8400000000001,40.428000000000004,1140,30,203,7.0,0
13919,58,2,384.81,13.743214285714286,474,24,62,2.2962962962962963,0
13922,351,1,172.25,24.607142857142858,93,7,0,0.0,1
13923,53,1,351.13,17.5565,185,20,0,0.0,0
13924,1,6,1838.8500000000001,15.716666666666669,1575,90,70,0.5775862068965517,0
13925,92,4,678.25,16.54268292682927,331,28,42,1.05,1
13926,22,1,223.85000000000002,20.35,104,11,0,0.0,0
13927,74,1,348.99,16.61857142857143,214,21,0,0.0,0
13928,10,4,464.57,17.206296296296298,129,23,122,4.653846153846154,0
13929,168,2,842.65,93.62777777777778,143,8,157,19.625,1
13930,57,2,337.34,19.843529411764706,274,15,78,4.875,0
13931,95,2,1237.53,21.336724137931036,725,56,185,3.245614035087719,1
13932,294,1,307.4,19.2125,72,16,0,0.0,1
13933,108,2,608.79,26.469130434782606,205,23,39,1.7727272727272727,1
13934,263,1,922.1,29.74516129032258,390,31,0,0.0,1
13936,179,1,376.58,14.483846153846153,330,26,0,0.0,1
13937,168,1,158.85,17.65,123,9,0,0.0,1
13938,34,1,71.66,10.237142857142857,70,7,0,0.0,0
13939,22,3,568.55,12.634444444444444,847,43,288,6.545454545454546,0
13940,16,4,839.14,17.12530612244898,516,39,126,2.6041666666666665,0
13941,21,5,5112.96,113.62133333333334,2364,24,350,7.931818181818182,0
13946,78,3,561.57,51.051818181818184,443,11,188,18.8,0
13947,64,1,90.60000000000001,18.12,44,5,0,0.0,0
13948,360,1,102.0,34.0,40,3,0,0.0,1
13949,2,6,2427.32,15.170750000000002,2474,124,91,0.559748427672956,0
13950,10,4,745.0600000000001,21.287428571428574,323,33,235,6.882352941176471,0
13951,175,3,674.45,17.293589743589745,459,38,118,3.0789473684210527,1
13952,217,2,3251.071,23.730445255474454,1431,120,20,0.14705882352941177,1
13953,6,7,3515.68,175.784,2724,8,345,18.05263157894737,0
13954,1,2,439.92,17.5968,150,24,69,2.875,0
13955,153,2,322.96,9.786666666666665,154,33,151,4.71875,1
13956,4,5,1019.27,6.933809523809524,486,123,266,1.8082191780821917,0
13959,78,3,594.04,6.600444444444444,355,79,283,3.168539325842697,0
13960,20,2,230.22,19.185,142,11,50,4.545454545454546,0
13962,21,2,169.54999999999998,15.413636363636362,87,11,223,22.3,0
13963,307,4,664.54,18.986857142857144,460,35,59,1.7058823529411764,1
13967,145,1,80.7,40.35,42,2,0,0.0,1
13969,6,18,9024.17,14.578626817447496,4528,334,357,0.5647249190938511,0
13971,18,8,2758.26,18.511812080536913,1844,118,266,1.7837837837837838,0
13972,70,2,190.25,12.683333333333334,187,15,131,9.357142857142858,0
13973,286,1,264.7,24.063636363636363,109,11,0,0.0,1
13974,48,1,413.59000000000003,14.77107142857143,249,28,0,0.0,0
13975,30,6,2461.2400000000002,7.480972644376901,1697,240,245,0.7378048780487805,0
13976,206,1,357.98,35.798,154,10,0,0.0,1
13978,14,2,196.79,13.119333333333334,315,14,30,2.142857142857143,0
13979,72,1,869.87,16.108703703703704,639,54,0,0.0,0
13980,59,1,200.14,18.19454545454545,172,11,0,0.0,0
13982,38,4,1871.81,16.863153153153153,1136,72,326,2.9545454545454546,0
13983,29,12,2603.43,24.3311214953271,1183,91,337,3.1226415094339623,0
13984,26,5,920.51,57.531875,679,14,339,22.466666666666665,0
13985,3,15,7060.13,20.229598853868197,3445,108,260,0.7270114942528736,0
13986,16,1,320.46,24.650769230769228,430,12,0,0.0,0
13988,19,6,4147.96,17.726324786324785,3044,188,234,0.9914163090128756,0
13989,65,2,1266.08,30.88,1313,33,173,4.325,0
13990,212,1,311.3,19.45625,190,16,0,0.0,1
13991,11,6,852.88,10.400975609756097,995,58,131,1.5925925925925926,0
13992,29,1,76.8,15.36,64,5,0,0.0,0
13993,42,9,3466.36,28.647603305785125,900,66,287,2.3666666666666667,0
13994,3,6,2274.14,15.36581081081081,932,122,144,0.9591836734693877,0
13995,14,5,1393.69,16.205697674418605,879,55,230,2.7058823529411766,0
13999,9,12,3901.81,18.758701923076924,2243,102,351,1.6763285024154588,0
14000,210,1,635.66,42.37733333333333,710,15,0,0.0,1
14001,45,3,2043.0800000000002,52.38666666666667,962,34,327,8.605263157894736,0
14002,133,2,529.73,11.270851063829788,877,47,22,0.4782608695652174,1
14004,42,7,4582.64,26.799064327485382,2668,102,245,1.4294117647058824,0
14005,9,5,2874.72,34.22285714285714,2478,53,206,2.4698795180722892,0
14006,115,3,962.19,32.073,641,22,196,6.758620689655173,1
14009,197,2,695.61,16.562142857142856,365,42,7,0.17073170731707318,1
14012,277,1,328.8,29.89090909090909,160,11,0,0.0,1
14013,109,3,473.02,13.91235294117647,462,30,165,5.0,1
14014,76,1,505.18,12.953333333333333,1076,39,0,0.0,0
14015,52,1,917.34,45.867000000000004,378,20,0,0.0,0
14016,161,4,4341.21,26.964037267080744,2125,154,195,1.2125,1
14019,46,3,1421.6100000000001,21.539545454545458,1037,37,91,1.3846153846153846,0
14020,16,2,642.8,16.48205128205128,441,37,71,1.868421052631579,0
14021,154,3,631.9,28.722727272727273,192,22,101,4.761904761904762,1
14022,224,1,440.0,15.714285714285714,487,28,0,0.0,1
14023,6,2,584.07,18.840967741935486,345,30,242,8.066666666666666,0
14024,121,2,327.7,20.48125,150,16,2,0.13333333333333333,1
14027,60,1,104.82,17.47,62,6,0,0.0,0
14029,62,2,467.66,31.177333333333333,198,15,80,5.714285714285714,0
14030,17,8,2358.84,9.747272727272728,1478,210,348,1.4315352697095436,0
14031,6,19,17286.86,69.14744,5788,119,365,1.4377510040160641,0
14032,1,11,2975.59,20.80832167832168,2032,53,364,2.528169014084507,0
14034,21,3,648.89,7.545232558139535,420,82,135,1.588235294117647,0
14035,28,5,1428.02,21.636666666666667,739,41,268,4.107692307692307,0
14036,284,1,626.65,16.49078947368421,268,38,0,0.0,1
14037,175,2,147.20000000000002,5.257142857142858,46,27,188,6.962962962962963,1
14038,77,3,1560.38,16.960652173913044,965,64,128,1.4065934065934067,0
14039,32,1,152.2,25.366666666666664,92,6,0,0.0,0
14040,40,12,3560.32,15.547248908296943,1544,146,290,1.25,0
14041,265,1,141.41,6.733809523809524,94,21,0,0.0,1
14044,26,4,646.42,3.1379611650485435,304,165,283,1.3756097560975609,0
14045,108,4,1659.75,276.625,535,4,264,52.6,1
14046,283,1,154.99,11.070714285714287,460,14,0,0.0,1
14047,8,5,1308.6100000000001,40.894062500000004,381,22,364,11.67741935483871,0
14048,304,1,409.93,4.822705882352941,288,83,0,0.0,1
14049,16,4,5578.72,11.670962343096235,3808,348,301,0.6289308176100629,0
14050,31,2,746.36,13.821481481481483,689,49,74,1.3962264150943395,0
14051,0,23,15610.390000000001,74.33519047619048,3756,52,365,1.6985645933014355,0
14052,19,1,225.35999999999999,4.024285714285714,89,56,0,0.0,0
14053,123,2,260.25,65.0625,215,2,35,11.666666666666666,1
14054,64,1,92.46000000000001,15.410000000000002,62,6,0,0.0,0
14055,105,1,725.6400000000001,72.56400000000001,216,10,0,0.0,1
14056,0,23,8152.71,7.493299632352941,4252,320,282,0.24931002759889603,0
14057,23,17,6211.66,21.949328621908126,4873,179,336,1.1631205673758864,0
14059,266,1,183.6,22.95,128,8,0,0.0,1
14060,4,19,6140.42,30.39811881188119,5386,86,368,1.7860696517412935,0
14062,9,12,10464.85,94.27792792792793,5593,60,354,3.1818181818181817,0
14064,28,5,1334.34,17.329090909090908,1772,59,245,3.1973684210526314,0
14066,266,1,152.55,21.792857142857144,45,7,0,0.0,1
14067,63,2,374.7,7.2057692307692305,361,51,32,0.6274509803921569,0
14068,319,1,265.85,11.077083333333334,73,22,0,0.0,1
14071,3,8,1437.57,4.450681114551084,994,271,261,0.8043478260869565,0
14073,31,1,151.04,11.618461538461538,130,13,0,0.0,0
14075,4,3,942.26,21.913023255813954,754,33,256,6.071428571428571,0
14076,128,1,118.67,2.6970454545454547,79,43,0,0.0,1
14077,40,5,499.42,11.890952380952381,268,33,233,5.634146341463414,0
14078,101,6,1049.37,16.144153846153845,310,46,271,4.203125,1
14079,124,1,375.1,31.258333333333336,301,12,0,0.0,1
14080,32,1,45.599999999999994,11.399999999999999,48,4,0,0.0,0
14081,301,2,921.62,6.1441333333333334,592,126,67,0.44966442953020136,1
14082,364,1,182.25,6.2844827586206895,110,28,0,0.0,1
14083,3,9,1002.9,5.6661016949152545,705,162,367,2.0681818181818183,0
14085,1,18,4421.29,9.868950892857143,3177,272,366,0.8008948545861297,0
14087,2,1,191.47,2.8157352941176472,250,61,0,0.0,0
14088,9,13,50491.81,85.7246349745331,12665,379,312,0.5204081632653061,0
14089,56,1,158.75,12.211538461538462,133,13,0,0.0,0
14090,324,1,76.32000000000001,76.32000000000001,72,1,0,0.0,1
14092,7,14,4076.9100000000003,19.050981308411217,2066,117,350,1.619718309859155,0
14093,11,1,433.86,4.3386000000000005,391,95,0,0.0,0
14096,3,17,65164.79,12.749909998043435,16352,1119,97,0.01761252446183953,0
14098,36,1,147.35,7.016666666666667,104,21,0,0.0,0
14099,15,11,3104.17,12.41668,2179,167,338,1.3413654618473896,0
14100,137,1,191.95,7.678,63,24,0,0.0,1
14101,73,6,5976.79,170.76542857142857,6942,15,252,7.352941176470588,0
14102,4,5,1105.8799999999999,19.066896551724135,769,35,39,0.6491228070175439,0
14104,154,2,216.21,10.295714285714286,72,21,11,0.55,1
14105,238,1,1266.23,17.111216216216217,800,74,0,0.0,1
14107,51,7,2703.23,21.977479674796747,1793,61,312,2.540983606557377,0
14108,30,2,597.91,17.585588235294118,381,33,70,2.121212121212121,0
14109,72,1,144.2,16.022222222222222,88,9,0,0.0,0
14110,3,12,5683.15,36.66548387096774,2445,94,263,1.6818181818181819,0
14111,13,4,692.85,69.285,458,10,227,25.11111111111111,0
14112,22,7,2915.15,18.2196875,1651,117,253,1.578616352201258,0
14113,3,4,1840.42,54.13,745,26,351,10.606060606060606,0
14114,273,2,386.53,25.768666666666665,101,15,56,4.0,1
14116,19,5,1382.74,19.204722222222223,707,61,101,1.408450704225352,0
14117,143,1,90.0,30.0,72,3,0,0.0,1
14121,3,4,2780.15,17.485220125786164,2082,148,56,0.34177215189873417,0
14124,83,1,419.58,83.916,1618,4,0,0.0,0
14125,10,3,2720.63,16.38933734939759,1628,159,67,0.40606060606060607,0
14126,7,3,706.1300000000001,47.07533333333334,508,14,2,0.14285714285714285,0
14127,122,3,709.71,16.129772727272726,321,39,187,4.325581395348837,1
14128,60,2,637.5,13.858695652173912,564,40,195,4.333333333333333,0
14129,1,5,1123.8600000000001,21.61269230769231,592,31,259,5.0588235294117645,0
14130,318,1,480.91,7.286515151515152,257,66,0,0.0,1
14132,1,11,3586.03,17.93015,3368,100,181,0.8894472361809045,0
14133,129,3,605.64,21.63,348,25,186,6.888888888888889,1
14135,1,15,4690.31,35.00231343283583,3850,95,371,2.7518796992481205,0
14138,1,2,965.88,20.997391304347826,600,40,62,1.3777777777777778,0
14139,45,1,415.82,15.993076923076924,510,26,0,0.0,0
14140,3,2,935.05,14.167424242424241,811,60,27,0.4153846153846154,0
14141,2,4,915.13,22.87825,355,27,102,2.58974358974359,0
14142,372,1,311.81,14.173181818181819,313,22,0,0.0,1
14143,133,1,115.8,16.54285714285714,30,7,0,0.0,1
14145,46,4,3742.2,340.2,756,6,170,16.9,0
14146,8,5,4191.0,19.957142857142856,2437,183,348,1.6602870813397128,0
14147,77,2,483.4,96.67999999999999,108,4,207,51.75,0
14148,233,1,157.2,52.4,16,3,0,0.0,1
14149,220,1,446.62,15.950714285714286,218,28,0,0.0,1
14150,35,2,658.64,25.33230769230769,496,23,324,12.96,0
14152,74,2,621.29,12.67938775510204,711,47,158,3.2916666666666665,0
14154,238,2,1345.62,25.87730769230769,465,52,0,0.0,1
14155,265,1,118.75,19.791666666666668,25,6,0,0.0,1
14156,9,55,117210.08,84.02156272401434,57768,714,361,0.24461979913916787,0
14157,19,2,424.89000000000004,9.236739130434783,271,45,265,5.888888888888889,0
14158,39,1,507.65999999999997,12.381951219512194,781,41,0,0.0,0
14159,19,11,4630.35,3.9407234042553196,4348,501,343,0.2887563884156729,0
14161,215,3,1097.6200000000001,10.554038461538463,450,87,153,1.4757281553398058,1
14162,173,2,289.36,11.5744,142,25,118,4.916666666666667,1
14163,86,4,2445.91,47.036730769230765,893,36,151,2.9411764705882355,0
14164,70,2,1631.77,56.26793103448276,1033,28,10,0.35714285714285715,0
14165,275,1,120.44,5.0183333333333335,53,23,0,0.0,1
14167,38,4,562.59,11.251800000000001,147,27,291,5.918367346938775,0
14171,97,1,363.79,6.272241379310345,167,57,0,0.0,1
14173,10,4,450.84,15.546206896551723,150,28,208,7.392857142857143,0
14174,32,1,134.46,5.171538461538462,94,26,0,0.0,0
14175,59,3,3222.3,21.626174496644296,1515,139,269,1.8175675675675675,0
14176,296,4,576.9000000000001,18.609677419354842,209,28,70,2.3,1
14177,85,4,549.46,13.401463414634147,204,37,93,2.325,0
14178,8,7,1600.26,5.032264150943396,1494,191,173,0.5394321766561514,0
14179,40,2,701.57,4.46859872611465,319,135,11,0.07051282051282051,0
14180,10,25,4748.52,19.785500000000003,719,112,361,1.4686192468619246,0
14184,66,1,452.89,18.870416666666667,127,24,0,0.0,0
14185,330,1,197.65,65.88333333333334,6,3,0,0.0,1
14188,30,6,2054.36,31.605538461538462,1162,34,279,4.328125,0
14189,1,15,4654.08,17.56256603773585,3937,176,366,1.356060606060606,0
14191,1,13,4684.76,18.08787644787645,3662,145,218,0.8294573643410853,0
14193,67,2,853.39,20.318809523809524,445,35,201,4.902439024390244,0
14194,4,21,11349.52,19.601934369602763,5840,269,303,0.5155709342560554,0
14195,201,2,1012.0,144.57142857142858,760,7,50,8.333333333333334,1
14196,106,1,335.52,55.919999999999995,142,6,0,0.0,1
14198,17,4,701.4,17.984615384615385,290,35,221,5.7894736842105265,0
14199,217,1,185.39999999999998,92.69999999999999,28,2,0,0.0,1
14201,59,7,747.44,20.20108108108108,590,32,299,8.25,0
14204,1,1,150.61,3.861794871794872,72,36,0,0.0,0
14205,16,2,466.7,19.445833333333333,204,23,247,10.73913043478261,0
14206,238,1,328.15999999999997,16.407999999999998,276,20,0,0.0,1
14208,94,1,151.74,15.174000000000001,114,10,0,0.0,1
14209,10,6,2073.43,23.83252873563218,691,55,321,3.7093023255813953,0
14210,105,6,1905.8400000000001,18.684705882352944,760,66,265,2.603960396039604,1
14211,52,9,2241.1,20.009821428571428,1242,87,241,2.144144144144144,0
14212,89,1,1070.48,118.94222222222223,1152,9,0,0.0,0
14214,30,5,1004.38,14.990746268656716,751,64,246,3.712121212121212,0
14215,11,6,1789.72,16.57148148148148,1358,98,356,3.317757009345794,0
14216,2,4,1839.3,31.17457627118644,594,47,34,0.5689655172413793,0
14217,1,17,2004.98,20.0498,689,78,364,3.595959595959596,0
14218,42,1,169.48000000000002,14.123333333333335,160,12,0,0.0,0
14219,3,1,89.94,12.848571428571429,78,7,0,0.0,0
14220,246,2,632.4000000000001,30.114285714285717,272,21,110,5.5,1
14221,41,9,3432.8,17.78652849740933,2191,123,296,1.53125,0
14222,176,1,683.17,16.662682926829266,607,41,0,0.0,1
14223,91,3,991.13,16.518833333333333,585,50,171,2.8983050847457625,1
14224,109,4,1009.73,8.93566371681416,483,105,209,1.8571428571428572,1
14226,28,5,2214.79,33.55742424242424,1296,64,240,3.6615384615384614,0
14227,25,10,3350.96,19.148342857142858,1820,117,258,1.471264367816092,0
14229,51,3,1547.2,38.68,610,29,281,7.205128205128205,0
14231,183,3,925.71,18.514200000000002,409,47,104,2.122448979591837,1
14232,42,5,2048.07,17.80930434782609,1941,81,221,1.9210526315789473,0
14233,48,4,1462.72,41.792,680,30,268,7.852941176470588,0
14234,21,4,754.12,5.130068027210885,951,122,35,0.23972602739726026,0
14235,74,5,3144.86,39.80835443037975,1959,65,185,2.3461538461538463,0
14236,80,2,490.86,32.724000000000004,310,15,291,20.785714285714285,0
14237,372,1,161.0,17.88888888888889,38,9,0,0.0,1
14238,325,1,146.85,18.35625,111,8,0,0.0,1
14239,42,11,2380.85,21.257589285714285,993,83,272,2.4144144144144146,0
14240,29,2,890.34,21.19857142857143,418,37,195,4.7560975609756095,0
14241,183,1,213.70000000000002,21.37,146,10,0,0.0,1
14242,234,2,280.55,17.534375,123,13,91,6.066666666666666,1
14243,8,10,2588.77,18.360070921985816,1221,99,357,2.5142857142857142,0
14245,219,2,1693.45,15.680092592592594,976,107,43,0.40186915887850466,1
14246,110,3,1474.06,19.654133333333334,804,57,135,1.8243243243243243,1
14247,277,1,136.77,6.838500000000001,47,19,0,0.0,1
14248,317,1,302.58,37.8225,102,8,0,0.0,1
14250,6,3,1904.05,17.153603603603603,1200,94,82,0.7454545454545455,0
14251,1,5,2879.7000000000003,36.91923076923077,1674,37,55,0.7012987012987013,0
14256,259,2,969.0600000000001,18.284150943396227,414,51,104,2.0,1
14257,63,5,3099.7200000000003,29.242641509433966,1682,88,254,2.4095238095238094,0
14258,8,9,12669.98,114.14396396396396,7100,58,328,2.9454545454545453,0
14259,141,1,120.0,24.0,68,5,0,0.0,1
14261,50,2,1163.45,22.37403846153846,406,52,27,0.5294117647058824,0
14262,7,8,2618.23,18.3093006993007,1645,87,232,1.6126760563380282,0
14264,154,2,333.97,19.64529411764706,70,15,90,5.625,1
14265,108,2,530.18,17.10258064516129,330,31,39,1.3,1
14267,162,3,1516.24,27.568,530,25,97,1.7962962962962963,1
14270,331,1,492.65000000000003,16.98793103448276,197,29,0,0.0,1
14271,225,1,112.32000000000001,11.232000000000001,88,10,0,0.0,1
14272,73,2,437.96,13.271515151515151,599,33,180,5.625,0
14273,50,4,559.97,19.309310344827587,264,22,190,6.75,0
14276,98,3,1119.74,17.4959375,744,52,191,3.015873015873016,1
14277,14,3,4188.0,18.864864864864863,1976,195,197,0.8868778280542986,0
14280,196,1,134.04,16.755,52,8,0,0.0,1
14282,2,15,3701.44,24.035324675324677,2656,70,364,2.3398692810457518,0
14284,30,2,595.25,18.6015625,161,24,55,1.7741935483870968,0
14285,20,4,1910.01,70.74111111111111,541,18,155,5.923076923076923,0
14286,23,3,4628.75,16.53125,4338,220,219,0.7849462365591398,0
14287,7,3,176.63,19.625555555555554,261,9,190,23.75,0
14288,212,1,426.6,26.6625,188,16,0,0.0,1
14289,8,6,911.26,19.388510638297873,292,33,280,6.043478260869565,0
14290,10,5,2314.65,22.917326732673267,915,89,350,3.48,0
14291,1,11,3883.25,16.385021097046412,2749,145,273,1.152542372881356,0
14292,7,9,4871.93,48.719300000000004,1663,64,275,2.757575757575758,0
14293,2,4,1046.56,17.15672131147541,709,51,365,6.05,0
14295,39,1,166.20000000000002,33.24,84,5,0,0.0,0
14297,17,4,1305.33,21.053709677419352,865,48,257,4.19672131147541,0
14298,7,44,51527.3,31.476664630421503,58343,884,352,0.20904645476772615,0
14299,7,9,3965.62,27.73160839160839,2149,94,357,2.492957746478873,0
14300,18,1,43.2,14.4,32,3,0,0.0,0
14301,116,1,640.14,49.24153846153846,606,13,0,0.0,1
14304,222,1,383.45,22.555882352941175,139,17,0,0.0,1
14305,70,3,1858.96,17.70438095238095,1089,96,64,0.6057692307692307,0
14306,50,2,2093.32,63.4339393939394,1075,33,34,1.0625,0
14307,88,6,2995.7200000000003,16.64288888888889,2058,150,284,1.5754189944134078,0
14309,7,9,2352.53,20.10709401709402,1633,74,350,2.9741379310344827,0
14311,242,1,310.26,15.513,146,20,0,0.0,1
14312,46,6,1611.5900000000001,18.52402298850575,1012,74,290,3.3488372093023258,0
14314,106,1,120.0,15.0,296,8,0,0.0,1
14315,44,6,2481.13,24.565643564356435,1021,64,221,2.19,0
14317,64,1,508.58,21.190833333333334,255,24,0,0.0,0
14320,206,2,477.79,15.412580645161292,325,29,126,4.2,1
14321,10,5,1530.75,12.445121951219512,2406,111,322,2.6311475409836067,0
14323,114,2,605.0600000000001,16.807222222222222,350,32,123,3.5142857142857142,1
14326,241,1,183.85,22.98125,103,8,0,0.0,1
14327,162,1,311.65000000000003,25.970833333333335,139,12,0,0.0,1
14329,16,7,4975.24,19.28387596899225,3087,218,312,1.206225680933852,0
14331,123,2,462.66,16.52357142857143,252,27,10,0.37037037037037035,1
14332,22,3,840.21,33.6084,463,22,125,5.166666666666667,0
14333,67,1,415.2,27.68,58,15,0,0.0,0
